query,query_group,mode,rank,image_id,score,semantic_score,object_score,keyword_score,file_path,keywords,detected_objects,ai_description,latency_ms,weak_relevance
person,object_like,qdrant_keyword,1,nM5uErhbiGw,0.2595510899481957,0.2595510899481957,0.0,0.0,data\unsplash-lite\images\nM5uErhbiGw.jpg,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]","[""person""]",a person walking down a hallway in the dark,480.56549999455456,2
person,object_like,qdrant_keyword,2,cQPUosG9dQE,0.2530371506912058,0.2530371506912058,0.0,0.0,data\unsplash-lite\images\cQPUosG9dQE.jpg,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]","[""person""]",a man standing in the middle of a street at night,480.56549999455456,2
person,object_like,qdrant_keyword,3,H5llhoZSm9Y,0.2519450686315129,0.2519450686315129,0.0,0.0,data\unsplash-lite\images\H5llhoZSm9Y.jpg,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]","[""person""]",woman in black tank top standing near flowers in grayscale photography,480.56549999455456,2
person,object_like,qdrant_keyword,4,uMiU1Tmbd1Q,0.2516811652984777,0.2516811652984777,0.0,0.0,data\unsplash-lite\images\uMiU1Tmbd1Q.jpg,"[""adventure"", ""back"", ""composite"", ""dance pose"", ""ear"", ""experimental"", ""finger"", ""flare"", ""hair"", ""human"", ""leisure activities"", ""light"", ""moody"", ""night life"", ""person"", ""plant"", ""portrait"", ""shadow"", ""silhouette"", ""spirituality"", ""sydney"", ""tree"", ""tribe""]",[],grayscale photo of man in crew-neck shirt,480.56549999455456,1
person,object_like,qdrant_keyword,5,VylXOtFALIc,0.24936075863828122,0.24936075863828122,0.0,0.0,data\unsplash-lite\images\VylXOtFALIc.jpg,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]","[""cell phone"", ""person""]",woman holding hair,480.56549999455456,2
person,object_like,qdrant_keyword,6,J95m2xJR9YQ,0.24914532690400965,0.24914532690400965,0.0,0.0,data\unsplash-lite\images\J95m2xJR9YQ.jpg,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]","[""car"", ""person""]",girl standing near white car on road,480.56549999455456,2
person,object_like,qdrant_keyword,7,PWPjBNarV0k,0.2488747149271102,0.2488747149271102,0.0,0.0,data\unsplash-lite\images\PWPjBNarV0k.jpg,"[""adventure"", ""advertisement"", ""apparel"", ""banister"", ""beach"", ""beard"", ""beauty"", ""blue"", ""clothing"", ""cloud"", ""coat"", ""crowd"", ""dark"", ""darkness"", ""ear"", ""face"", ""finger"", ""girl"", ""hair"", ""handrail"", ""hat"", ""head"", ""hood"", ""human"", ""jaw"", ""landscape"", ""leisure activities"", ""man"", ""mannequin"", ""nature"", ""outdoors"", ""outside"", ""overcoat"", ""person"", ""photo"", ""photography"", ""portrait"", ""poster"", ""red"", ""savage"", ""sleeve"", ""sweater"", ""sweatshirt"", ""veil"", ""water"", ""weather"", ""weird"", ""woman""]","[""person""]",a man in a white shirt is seen through a window,480.56549999455456,2
person,object_like,qdrant_keyword,8,YPA2Jg3lLKM,0.24882448289567902,0.24882448289567902,0.0,0.0,data\unsplash-lite\images\YPA2Jg3lLKM.jpg,"[""cloud"", ""dating"", ""dawn"", ""dusk"", ""female"", ""horizon"", ""hug"", ""human"", ""kiss"", ""kissing"", ""landscape"", ""love"", ""make out"", ""nature"", ""nikon"", ""outdoors"", ""person"", ""photo"", ""photography"", ""plant"", ""red sky"", ""scenery"", ""silhouette"", ""sky"", ""standing"", ""sun"", ""sunlight"", ""sunrise"", ""sunset"", ""tree"", ""wedding""]","[""person""]",man and woman kissing during golden hour,480.56549999455456,2
person,object_like,qdrant_keyword,9,SazpfcJNDPQ,0.2483166047665814,0.2483166047665814,0.0,0.0,data\unsplash-lite\images\SazpfcJNDPQ.jpg,"[""animal"", ""bee"", ""bird"", ""dinosaur"", ""dove"", ""eagle"", ""honey bee"", ""human"", ""insect"", ""invertebrate"", ""person"", ""pigeon"", ""reptile""]","[""bird"", ""person""]",woman in brown long sleeve shirt and black skirt standing on gray concrete floor during daytime,480.56549999455456,2
person,object_like,qdrant_keyword,10,od-2xks9Alc,0.24791766741258117,0.24791766741258117,0.0,0.0,data\unsplash-lite\images\od-2xks9Alc.jpg,"[""afro hairstyle"", ""art"", ""backlighting"", ""darkness"", ""face"", ""female"", ""girl"", ""hair"", ""head"", ""human"", ""indoors"", ""interior design"", ""lady"", ""modern art"", ""people"", ""person"", ""portrait"", ""shadow"", ""silhouette"", ""sky"", ""spirituality"", ""visual arts"", ""window"", ""woman""]",[],a silhouette of a person looking out of a window,480.56549999455456,1
person,object_like,qdrant_object,1,nM5uErhbiGw,0.25955108994819565,0.25955108994819565,0.0,0.0,data\unsplash-lite\images\nM5uErhbiGw.jpg,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]","[""person""]",a person walking down a hallway in the dark,330.3883000044152,2
person,object_like,qdrant_object,2,cQPUosG9dQE,0.2530371506912058,0.2530371506912058,0.0,0.0,data\unsplash-lite\images\cQPUosG9dQE.jpg,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]","[""person""]",a man standing in the middle of a street at night,330.3883000044152,2
person,object_like,qdrant_object,3,H5llhoZSm9Y,0.2519450686315129,0.2519450686315129,0.0,0.0,data\unsplash-lite\images\H5llhoZSm9Y.jpg,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]","[""person""]",woman in black tank top standing near flowers in grayscale photography,330.3883000044152,2
person,object_like,qdrant_object,4,VylXOtFALIc,0.24936075863828122,0.24936075863828122,0.0,0.0,data\unsplash-lite\images\VylXOtFALIc.jpg,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]","[""cell phone"", ""person""]",woman holding hair,330.3883000044152,2
person,object_like,qdrant_object,5,J95m2xJR9YQ,0.2491453269040096,0.2491453269040096,0.0,0.0,data\unsplash-lite\images\J95m2xJR9YQ.jpg,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]","[""car"", ""person""]",girl standing near white car on road,330.3883000044152,2
person,object_like,qdrant_object,6,PWPjBNarV0k,0.2488747149271102,0.2488747149271102,0.0,0.0,data\unsplash-lite\images\PWPjBNarV0k.jpg,"[""adventure"", ""advertisement"", ""apparel"", ""banister"", ""beach"", ""beard"", ""beauty"", ""blue"", ""clothing"", ""cloud"", ""coat"", ""crowd"", ""dark"", ""darkness"", ""ear"", ""face"", ""finger"", ""girl"", ""hair"", ""handrail"", ""hat"", ""head"", ""hood"", ""human"", ""jaw"", ""landscape"", ""leisure activities"", ""man"", ""mannequin"", ""nature"", ""outdoors"", ""outside"", ""overcoat"", ""person"", ""photo"", ""photography"", ""portrait"", ""poster"", ""red"", ""savage"", ""sleeve"", ""sweater"", ""sweatshirt"", ""veil"", ""water"", ""weather"", ""weird"", ""woman""]","[""person""]",a man in a white shirt is seen through a window,330.3883000044152,2
person,object_like,qdrant_object,7,YPA2Jg3lLKM,0.24882448289567902,0.24882448289567902,0.0,0.0,data\unsplash-lite\images\YPA2Jg3lLKM.jpg,"[""cloud"", ""dating"", ""dawn"", ""dusk"", ""female"", ""horizon"", ""hug"", ""human"", ""kiss"", ""kissing"", ""landscape"", ""love"", ""make out"", ""nature"", ""nikon"", ""outdoors"", ""person"", ""photo"", ""photography"", ""plant"", ""red sky"", ""scenery"", ""silhouette"", ""sky"", ""standing"", ""sun"", ""sunlight"", ""sunrise"", ""sunset"", ""tree"", ""wedding""]","[""person""]",man and woman kissing during golden hour,330.3883000044152,2
person,object_like,qdrant_object,8,SazpfcJNDPQ,0.2483166047665814,0.2483166047665814,0.0,0.0,data\unsplash-lite\images\SazpfcJNDPQ.jpg,"[""animal"", ""bee"", ""bird"", ""dinosaur"", ""dove"", ""eagle"", ""honey bee"", ""human"", ""insect"", ""invertebrate"", ""person"", ""pigeon"", ""reptile""]","[""bird"", ""person""]",woman in brown long sleeve shirt and black skirt standing on gray concrete floor during daytime,330.3883000044152,2
person,object_like,qdrant_object,9,pirWeToS2mA,0.24753939606591882,0.24753939606591882,0.0,0.0,data\unsplash-lite\images\pirWeToS2mA.jpg,"[""amazing wallpaper"", ""apparel"", ""art"", ""black"", ""black&white"", ""clothing"", ""concrete"", ""desktop background"", ""desktop backgrounds"", ""desktop wallpapers"", ""dress"", ""fashion"", ""floor"", ""floow"", ""fondazione prada"", ""footwear"", ""italy"", ""monochrome"", ""paper"", ""shadow"", ""shoe"", ""shoes"", ""skirt"", ""wallpaper"", ""wallpapers"", ""white"", ""window""]","[""person"", ""skateboard""]",woman walking with shadow,330.3883000044152,2
person,object_like,qdrant_object,10,LpYtdy59oxM,0.2464539709374139,0.2464539709374139,0.0,0.0,data\unsplash-lite\images\LpYtdy59oxM.jpg,"[""adventure"", ""back"", ""black and white"", ""horizon"", ""human"", ""landscape"", ""leisure activities"", ""longboard"", ""nature"", ""ocean"", ""outdoors"", ""panoramic"", ""person"", ""photo"", ""photography"", ""scenery"", ""sea"", ""sea waves"", ""silhouette"", ""sky"", ""sport"", ""sports"", ""standing"", ""surf"", ""surfboard"", ""surfing"", ""swimming"", ""water""]","[""person""]",man surfing on sea,330.3883000044152,2
person,object_like,qdrant_keyword_object,1,nM5uErhbiGw,0.2595510899481957,0.2595510899481957,0.0,0.0,data\unsplash-lite\images\nM5uErhbiGw.jpg,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]","[""person""]",a person walking down a hallway in the dark,517.7389000018593,2
person,object_like,qdrant_keyword_object,2,cQPUosG9dQE,0.2530371506912058,0.2530371506912058,0.0,0.0,data\unsplash-lite\images\cQPUosG9dQE.jpg,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]","[""person""]",a man standing in the middle of a street at night,517.7389000018593,2
person,object_like,qdrant_keyword_object,3,H5llhoZSm9Y,0.2519450686315129,0.2519450686315129,0.0,0.0,data\unsplash-lite\images\H5llhoZSm9Y.jpg,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]","[""person""]",woman in black tank top standing near flowers in grayscale photography,517.7389000018593,2
person,object_like,qdrant_keyword_object,4,VylXOtFALIc,0.24936075863828122,0.24936075863828122,0.0,0.0,data\unsplash-lite\images\VylXOtFALIc.jpg,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]","[""cell phone"", ""person""]",woman holding hair,517.7389000018593,2
person,object_like,qdrant_keyword_object,5,J95m2xJR9YQ,0.24914532690400965,0.24914532690400965,0.0,0.0,data\unsplash-lite\images\J95m2xJR9YQ.jpg,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]","[""car"", ""person""]",girl standing near white car on road,517.7389000018593,2
person,object_like,qdrant_keyword_object,6,PWPjBNarV0k,0.2488747149271102,0.2488747149271102,0.0,0.0,data\unsplash-lite\images\PWPjBNarV0k.jpg,"[""adventure"", ""advertisement"", ""apparel"", ""banister"", ""beach"", ""beard"", ""beauty"", ""blue"", ""clothing"", ""cloud"", ""coat"", ""crowd"", ""dark"", ""darkness"", ""ear"", ""face"", ""finger"", ""girl"", ""hair"", ""handrail"", ""hat"", ""head"", ""hood"", ""human"", ""jaw"", ""landscape"", ""leisure activities"", ""man"", ""mannequin"", ""nature"", ""outdoors"", ""outside"", ""overcoat"", ""person"", ""photo"", ""photography"", ""portrait"", ""poster"", ""red"", ""savage"", ""sleeve"", ""sweater"", ""sweatshirt"", ""veil"", ""water"", ""weather"", ""weird"", ""woman""]","[""person""]",a man in a white shirt is seen through a window,517.7389000018593,2
person,object_like,qdrant_keyword_object,7,YPA2Jg3lLKM,0.24882448289567902,0.24882448289567902,0.0,0.0,data\unsplash-lite\images\YPA2Jg3lLKM.jpg,"[""cloud"", ""dating"", ""dawn"", ""dusk"", ""female"", ""horizon"", ""hug"", ""human"", ""kiss"", ""kissing"", ""landscape"", ""love"", ""make out"", ""nature"", ""nikon"", ""outdoors"", ""person"", ""photo"", ""photography"", ""plant"", ""red sky"", ""scenery"", ""silhouette"", ""sky"", ""standing"", ""sun"", ""sunlight"", ""sunrise"", ""sunset"", ""tree"", ""wedding""]","[""person""]",man and woman kissing during golden hour,517.7389000018593,2
person,object_like,qdrant_keyword_object,8,SazpfcJNDPQ,0.2483166047665814,0.2483166047665814,0.0,0.0,data\unsplash-lite\images\SazpfcJNDPQ.jpg,"[""animal"", ""bee"", ""bird"", ""dinosaur"", ""dove"", ""eagle"", ""honey bee"", ""human"", ""insect"", ""invertebrate"", ""person"", ""pigeon"", ""reptile""]","[""bird"", ""person""]",woman in brown long sleeve shirt and black skirt standing on gray concrete floor during daytime,517.7389000018593,2
person,object_like,qdrant_keyword_object,9,LpYtdy59oxM,0.2464539709374139,0.2464539709374139,0.0,0.0,data\unsplash-lite\images\LpYtdy59oxM.jpg,"[""adventure"", ""back"", ""black and white"", ""horizon"", ""human"", ""landscape"", ""leisure activities"", ""longboard"", ""nature"", ""ocean"", ""outdoors"", ""panoramic"", ""person"", ""photo"", ""photography"", ""scenery"", ""sea"", ""sea waves"", ""silhouette"", ""sky"", ""sport"", ""sports"", ""standing"", ""surf"", ""surfboard"", ""surfing"", ""swimming"", ""water""]","[""person""]",man surfing on sea,517.7389000018593,2
person,object_like,qdrant_keyword_object,10,N56pNPcli_0,0.24516053938981214,0.24516053938981214,0.0,0.0,data\unsplash-lite\images\N56pNPcli_0.jpg,"[""building"", ""cloud"", ""dating"", ""fog"", ""girl"", ""grey"", ""hug"", ""human"", ""leisure activities"", ""lujiazui"", ""mist"", ""nature"", ""night"", ""outdoors"", ""person"", ""pink"", ""pollution"", ""purple"", ""shanghai"", ""sky"", ""skyline"", ""smog"", ""smoke"", ""sunrise"", ""the bund"", ""weather"", ""上海"", ""云"", ""夜景"", ""夜色"", ""天空"", ""晚霞"", ""陆家嘴""]","[""person"", ""traffic light""]",woman on roof,517.7389000018593,2
person,object_like,qdrant_object_rerank,1,nM5uErhbiGw,0.566797990476688,0.2595510899481957,1.0,1.0,data\unsplash-lite\images\nM5uErhbiGw.jpg,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]","[""person""]",a person walking down a hallway in the dark,141.9311000063317,2
